title|raw_text|meal_type|cultural_restriction|calories|allergies
 Vegan Breakfast Rice Paper Rolls|"61. Vegan Breakfast Rice Paper Rolls: Calories per portion: 200kcal, Total portions: 2, Allergic warnings: None, Origin: Vietnam
"|breakfast|vegan|-1.0|
 Vegan Breakfast Stuffed Bell Peppers|"62. Vegan Breakfast Stuffed Bell Peppers: Calories per portion: 400kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Acai Smoothie|"63. Vegan Breakfast Acai Smoothie: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: None, Origin: Brazil
"|breakfast|vegan|-1.0|
 Vegan Breakfast Stuffed Tomatoes|"64. Vegan Breakfast Stuffed Tomatoes: Calories per portion: 300kcal, Total portions: 4, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Jackfruit Tacos|"65. Vegan Breakfast Jackfruit Tacos: Calories per portion: 250kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Zucchini Fritters|"66. Vegan Breakfast Zucchini Fritters: Calories per portion: 350kcal, Total portions: 4, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Tikka Masala|"67. Vegan Breakfast Tofu Tikka Masala: Calories per portion: 250kcal, Total portions: 2, Allergic warnings: Soy, Origin: India
"|breakfast|vegan|-1.0|
 Vegan Breakfast Quinoa Salad Wrap|"68. Vegan Breakfast Quinoa Salad Wrap: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tempeh Bacon Sandwich|"69. Vegan Breakfast Tempeh Bacon Sandwich: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Rice Bowl|"70. Vegan Breakfast Rice Bowl: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Falafel Bowl|"71. Vegan Breakfast Falafel Bowl: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: None, Origin: Middle East
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Scramble Burrito|"72. Vegan Breakfast Tofu Scramble Burrito: Calories per portion: 250kcal, Total portions: 2, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tempeh Bacon and Egg Sandwich|"73. Vegan Breakfast Tempeh Bacon and Egg Sandwich: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Shishito Peppers|"74. Vegan Breakfast Shishito Peppers: Calories per portion: 350kcal, Total portions: 4, Allergic warnings: None, Origin: Japan
"|breakfast|vegan|-1.0|
 Vegan Breakfast Sweet Potato Hash|"75. Vegan Breakfast Sweet Potato Hash: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Quinoa Burrito|"76. Vegan Breakfast Quinoa Burrito: Calories per portion: 250kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Chickpea Flour Frittata|"77. Vegan Breakfast Chickpea Flour Frittata: Calories per portion: 400kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Chia Pudding Parfait|"78. Vegan Breakfast Chia Pudding Parfait: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Sweet Potato Pancakes|"79. Vegan Breakfast Sweet Potato Pancakes: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Rancheros|"80. Vegan Breakfast Tofu Rancheros: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Spinach and Mushroom Quiche|"81. Vegan Breakfast Spinach and Mushroom Quiche: Calories per portion: 250kcal, Total portions: 4, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Baked Beans on Toast|"82. Vegan Breakfast Baked Beans on Toast: Calories per portion: 200kcal, Total portions: 1, Allergic warnings: None, Origin: England
"|breakfast|vegan|-1.0|
 Vegan Breakfast Lentil Pancakes|"83. Vegan Breakfast Lentil Pancakes: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Quinoa Stuffed Peppers|"84. Vegan Breakfast Quinoa Stuffed Peppers: Calories per portion: 400kcal, Total portions: 4, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Scramble Bowl|"85. Vegan Breakfast Tofu Scramble Bowl: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Chickpea Omelette Wrap|"86. Vegan Breakfast Chickpea Omelette Wrap: Calories per portion: 250kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Chia Pudding Bowl|"87. Vegan Breakfast Chia Pudding Bowl: Calories per portion: 400kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Breakfast Bruschetta|"88. Vegan Breakfast Breakfast Bruschetta: Calories per portion: 350kcal, Total portions: 2, Allergic warnings: None, Origin: Italy
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Scramble with Veggies|"89. Vegan Breakfast Tofu Scramble with Veggies: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu and Avocado Sandwich|"90. Vegan Breakfast Tofu and Avocado Sandwich: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Rice Noodle Soup|"91. Vegan Breakfast Rice Noodle Soup: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: None, Origin: Asia
"|breakfast|vegan|-1.0|
 Vegan Breakfast Chickpea Pancakes|"92. Vegan Breakfast Chickpea Pancakes: Calories per portion: 250kcal, Total portions: 2, Allergic warnings: None, Origin: Middle East
"|breakfast|vegan|-1.0|
 Vegan Breakfast Quinoa and Black Bean Bowl|"93. Vegan Breakfast Quinoa and Black Bean Bowl: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Scramble Burrito Bowl|"94. Vegan Breakfast Tofu Scramble Burrito Bowl: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Stuffed Portobello Mushrooms|"95. Vegan Breakfast Stuffed Portobello Mushrooms: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Sweet Potato Pancakes with Fruit|"96. Vegan Breakfast Sweet Potato Pancakes with Fruit: Calories per portion: 350kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tofu Breakfast Bowl|"97. Vegan Breakfast Tofu Breakfast Bowl: Calories per portion: 250kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Quinoa Breakfast Burrito|"98. Vegan Breakfast Quinoa Breakfast Burrito: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Tempeh Bacon and Avocado Sandwich|"99. Vegan Breakfast Tempeh Bacon and Avocado Sandwich: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan|-1.0|
 Vegan Breakfast Rice Paper Spring Rolls|"100. Vegan Breakfast Rice Paper Spring Rolls: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: Vietnam

Please note that the calorie counts provided are approximate and may vary slightly depending on the specific ingredients and preparations used."|breakfast|vegan|-1.0|
" Overnight Oats - 200 calories per portion | 2 portions | Contains gluten | Origin"|"1. Overnight Oats - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan|200.0|
" Tofu Scramble - 250 calories per portion | 2 portions | None | Origin"|"2. Tofu Scramble - 250 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan|250.0|
" Avocado Toast - 300 calories per portion | 1 portion | None | Origin"|"3. Avocado Toast - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|300.0|
" Chia Pudding - 150 calories per portion | 1 portion | None | Origin"|"4. Chia Pudding - 150 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|150.0|
" Vegan Pancakes - 250 calories per portion | 2 portions | Contains gluten | Origin"|"5. Vegan Pancakes - 250 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan|250.0|
" Fruit Smoothie Bowl - 300 calories per portion | 1 portion | None | Origin"|"6. Fruit Smoothie Bowl - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|300.0|
" Vegan French Toast - 200 calories per portion | 2 portions | Contains gluten | Origin"|"7. Vegan French Toast - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan|200.0|
" Vegan Breakfast Burrito - 400 calories per portion | 1 portion | None | Origin"|"8. Vegan Breakfast Burrito - 400 calories per portion | 1 portion | None | Origin: Mexico
"|breakfast|vegan|400.0|
" Vegan Granola - 300 calories per portion | 1 portion | Contains nuts | Origin"|"9. Vegan Granola - 300 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan|300.0|
" Veggie Sausage and Hash Browns - 400 calories per portion | 1 portion | Contains soy | Origin"|"10. Veggie Sausage and Hash Browns - 400 calories per portion | 1 portion | Contains soy | Origin: United States

"|breakfast|vegan|400.0|
" Vegan Egg Muffins - 150 calories per portion | 2 portions | None | Origin"|"11. Vegan Egg Muffins - 150 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan|150.0|
" Quinoa Porridge - 350 calories per portion | 1 portion | Contains nuts | Origin"|"12. Quinoa Porridge - 350 calories per portion | 1 portion | Contains nuts | Origin: Latin America
"|breakfast|vegan|350.0|
" Vegan Bagel with Tofu Cream Cheese - 350 calories per portion | 1 portion | Contains gluten | Origin"|"13. Vegan Bagel with Tofu Cream Cheese - 350 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan|350.0|
" Vegan Breakfast Tacos - 300 calories per portion | 2 portions | None | Origin"|"14. Vegan Breakfast Tacos - 300 calories per portion | 2 portions | None | Origin: Mexico
"|breakfast|vegan|300.0|
" Vegan Breakfast Casserole - 400 calories per portion | 1 portion | None | Origin"|"15. Vegan Breakfast Casserole - 400 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|400.0|
" Vegan Banana Bread - 250 calories per portion | 2 portions | Contains gluten | Origin"|"16. Vegan Banana Bread - 250 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan|250.0|
" Vegan Biscuits and Gravy - 450 calories per portion | 1 portion | Contains gluten | Origin"|"17. Vegan Biscuits and Gravy - 450 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan|450.0|
" Berry Quinoa Breakfast Bowl - 300 calories per portion | 1 portion | Contains nuts | Origin"|"18. Berry Quinoa Breakfast Bowl - 300 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan|300.0|
" Vegan Breakfast Sandwich - 350 calories per portion | 1 portion | Contains gluten | Origin"|"19. Vegan Breakfast Sandwich - 350 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan|350.0|
" Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin"|"20. Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin: United Kingdom

"|breakfast|vegan|200.0|
" Vegan Breakfast Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin"|"21. Vegan Breakfast Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan|200.0|
" Sweet Potato Toast - 250 calories per portion | 1 portion | None | Origin"|"22. Sweet Potato Toast - 250 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|250.0|
" Vegan Coconut Yogurt with Fruit - 250 calories per portion | 1 portion | None | Origin"|"23. Vegan Coconut Yogurt with Fruit - 250 calories per portion | 1 portion | None | Origin: Various
"|breakfast|vegan|250.0|
" Vegan Tofu Benedict - 400 calories per portion | 1 portion | Contains soy | Origin"|"24. Vegan Tofu Benedict - 400 calories per portion | 1 portion | Contains soy | Origin: United States
"|breakfast|vegan|400.0|
" Vegan Energy Balls - 150 calories per portion | 2 portions | Contains nuts | Origin"|"25. Vegan Energy Balls - 150 calories per portion | 2 portions | Contains nuts | Origin: Various
"|breakfast|vegan|150.0|
" Vegan Blueberry Muffins - 300 calories per portion | 1 portion | Contains gluten | Origin"|"26. Vegan Blueberry Muffins - 300 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan|300.0|
" Vegan Green Smoothie - 200 calories per portion | 2 portions | None | Origin"|"27. Vegan Green Smoothie - 200 calories per portion | 2 portions | None | Origin: Various
"|breakfast|vegan|200.0|
" Vegan Oatmeal Raisin Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin"|"28. Vegan Oatmeal Raisin Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan|200.0|
" Vegan Breakfast Quiche - 400 calories per portion | 1 portion | Contains gluten | Origin"|"29. Vegan Breakfast Quiche - 400 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan|400.0|
" Vegan Breakfast Pizza - 350 calories per portion | 1 portion | Contains gluten | Origin"|"30. Vegan Breakfast Pizza - 350 calories per portion | 1 portion | Contains gluten | Origin: Italy

"|breakfast|vegan|350.0|
" Vegan Overnight Chia Pudding - 250 calories per portion | 2 portions | None | Origin"|"31. Vegan Overnight Chia Pudding - 250 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan|250.0|
" Vegan Cinnamon Rolls - 300 calories per portion | 1 portion | Contains gluten | Origin"|"32. Vegan Cinnamon Rolls - 300 calories per portion | 1 portion | Contains gluten | Origin: Sweden
"|breakfast|vegan|300.0|
" Vegan Protein Pancakes - 350 calories per portion | 1 portion | Contains gluten | Origin"|"33. Vegan Protein Pancakes - 350 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan|350.0|
" Vegan Breakfast Burrito Bowl - 400 calories per portion | 1 portion | None | Origin"|"34. Vegan Breakfast Burrito Bowl - 400 calories per portion | 1 portion | None | Origin: Mexico
"|breakfast|vegan|400.0|
" Veggie Tofu Scramble Wrap - 300 calories per portion | 1 portion | None | Origin"|"35. Veggie Tofu Scramble Wrap - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|300.0|
" Vegan Berry Parfait - 250 calories per portion | 2 portions | Contains nuts | Origin"|"36. Vegan Berry Parfait - 250 calories per portion | 2 portions | Contains nuts | Origin: United States
"|breakfast|vegan|250.0|
" Vegan Vegetable Frittata - 350 calories per portion | 1 portion | None | Origin"|"37. Vegan Vegetable Frittata - 350 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|350.0|
" Vegan Chocolate Chia Pudding - 200 calories per portion | 2 portions | None | Origin"|"38. Vegan Chocolate Chia Pudding - 200 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan|200.0|
" Vegan Breakfast Potato Hash - 300 calories per portion | 1 portion | None | Origin"|"39. Vegan Breakfast Potato Hash - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan|300.0|
" Vegan Spinach and Mushroom Quiche - 350 calories per portion | 1 portion | Contains gluten | Origin"|"40. Vegan Spinach and Mushroom Quiche - 350 calories per portion | 1 portion | Contains gluten | Origin: France

"|breakfast|vegan|350.0|
" Vegan Peanut Butter Banana Wrap - 400 calories per portion | 1 portion | Contains nuts | Origin"|"41. Vegan Peanut Butter Banana Wrap - 400 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan|400.0|
" Vegan Maple Pecan Overnight Oats - 250 calories per portion | 2 portions | Contains nuts | Origin"|"42. Vegan Maple Pecan Overnight Oats - 250 calories per portion | 2 portions | Contains nuts | Origin: United States
"|breakfast|vegan|250.0|
" Vegan Tofu Scramble Breakfast Sandwich - 350 calories per portion | 1 portion | Contains soy | Origin"|"43. Vegan Tofu Scramble Breakfast Sandwich - 350 calories per portion | 1 portion | Contains soy | Origin: United States
"|breakfast|vegan|350.0|
" Vegan Breakfast Bars - 300 calories per portion | 1 portion | Contains nuts | Origin"|"44. Vegan Breakfast Bars - 300 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan|300.0|
