|title|raw_text|meal_type|cultural_restriction
70| Vegan Breakfast Falafel Bowl|"71. Vegan Breakfast Falafel Bowl: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: None, Origin: Middle East
"|breakfast|vegan
71| Vegan Breakfast Tofu Scramble Burrito|"72. Vegan Breakfast Tofu Scramble Burrito: Calories per portion: 250kcal, Total portions: 2, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
72| Vegan Breakfast Tempeh Bacon and Egg Sandwich|"73. Vegan Breakfast Tempeh Bacon and Egg Sandwich: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
73| Vegan Breakfast Shishito Peppers|"74. Vegan Breakfast Shishito Peppers: Calories per portion: 350kcal, Total portions: 4, Allergic warnings: None, Origin: Japan
"|breakfast|vegan
74| Vegan Breakfast Sweet Potato Hash|"75. Vegan Breakfast Sweet Potato Hash: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
75| Vegan Breakfast Quinoa Burrito|"76. Vegan Breakfast Quinoa Burrito: Calories per portion: 250kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
76| Vegan Breakfast Chickpea Flour Frittata|"77. Vegan Breakfast Chickpea Flour Frittata: Calories per portion: 400kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
77| Vegan Breakfast Chia Pudding Parfait|"78. Vegan Breakfast Chia Pudding Parfait: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
78| Vegan Breakfast Sweet Potato Pancakes|"79. Vegan Breakfast Sweet Potato Pancakes: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
79| Vegan Breakfast Tofu Rancheros|"80. Vegan Breakfast Tofu Rancheros: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
80| Vegan Breakfast Spinach and Mushroom Quiche|"81. Vegan Breakfast Spinach and Mushroom Quiche: Calories per portion: 250kcal, Total portions: 4, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
81| Vegan Breakfast Baked Beans on Toast|"82. Vegan Breakfast Baked Beans on Toast: Calories per portion: 200kcal, Total portions: 1, Allergic warnings: None, Origin: England
"|breakfast|vegan
82| Vegan Breakfast Lentil Pancakes|"83. Vegan Breakfast Lentil Pancakes: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
83| Vegan Breakfast Quinoa Stuffed Peppers|"84. Vegan Breakfast Quinoa Stuffed Peppers: Calories per portion: 400kcal, Total portions: 4, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
84| Vegan Breakfast Tofu Scramble Bowl|"85. Vegan Breakfast Tofu Scramble Bowl: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
85| Vegan Breakfast Chickpea Omelette Wrap|"86. Vegan Breakfast Chickpea Omelette Wrap: Calories per portion: 250kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
86| Vegan Breakfast Chia Pudding Bowl|"87. Vegan Breakfast Chia Pudding Bowl: Calories per portion: 400kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
87| Vegan Breakfast Breakfast Bruschetta|"88. Vegan Breakfast Breakfast Bruschetta: Calories per portion: 350kcal, Total portions: 2, Allergic warnings: None, Origin: Italy
"|breakfast|vegan
88| Vegan Breakfast Tofu Scramble with Veggies|"89. Vegan Breakfast Tofu Scramble with Veggies: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
89| Vegan Breakfast Tofu and Avocado Sandwich|"90. Vegan Breakfast Tofu and Avocado Sandwich: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
90| Vegan Breakfast Rice Noodle Soup|"91. Vegan Breakfast Rice Noodle Soup: Calories per portion: 300kcal, Total portions: 1, Allergic warnings: None, Origin: Asia
"|breakfast|vegan
91| Vegan Breakfast Chickpea Pancakes|"92. Vegan Breakfast Chickpea Pancakes: Calories per portion: 250kcal, Total portions: 2, Allergic warnings: None, Origin: Middle East
"|breakfast|vegan
92| Vegan Breakfast Quinoa and Black Bean Bowl|"93. Vegan Breakfast Quinoa and Black Bean Bowl: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
93| Vegan Breakfast Tofu Scramble Burrito Bowl|"94. Vegan Breakfast Tofu Scramble Burrito Bowl: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
94| Vegan Breakfast Stuffed Portobello Mushrooms|"95. Vegan Breakfast Stuffed Portobello Mushrooms: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
95| Vegan Breakfast Sweet Potato Pancakes with Fruit|"96. Vegan Breakfast Sweet Potato Pancakes with Fruit: Calories per portion: 350kcal, Total portions: 2, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
96| Vegan Breakfast Tofu Breakfast Bowl|"97. Vegan Breakfast Tofu Breakfast Bowl: Calories per portion: 250kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
97| Vegan Breakfast Quinoa Breakfast Burrito|"98. Vegan Breakfast Quinoa Breakfast Burrito: Calories per portion: 400kcal, Total portions: 1, Allergic warnings: None, Origin: N/A
"|breakfast|vegan
98| Vegan Breakfast Tempeh Bacon and Avocado Sandwich|"99. Vegan Breakfast Tempeh Bacon and Avocado Sandwich: Calories per portion: 350kcal, Total portions: 1, Allergic warnings: Soy, Origin: N/A
"|breakfast|vegan
99| Vegan Breakfast Rice Paper Spring Rolls|"100. Vegan Breakfast Rice Paper Spring Rolls: Calories per portion: 300kcal, Total portions: 2, Allergic warnings: None, Origin: Vietnam

Please note that the calorie counts provided are approximate and may vary slightly depending on the specific ingredients and preparations used."|breakfast|vegan
0|" Overnight Oats - 200 calories per portion | 2 portions | Contains gluten | Origin"|"1. Overnight Oats - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan
1|" Tofu Scramble - 250 calories per portion | 2 portions | None | Origin"|"2. Tofu Scramble - 250 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan
2|" Avocado Toast - 300 calories per portion | 1 portion | None | Origin"|"3. Avocado Toast - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
3|" Chia Pudding - 150 calories per portion | 1 portion | None | Origin"|"4. Chia Pudding - 150 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
4|" Vegan Pancakes - 250 calories per portion | 2 portions | Contains gluten | Origin"|"5. Vegan Pancakes - 250 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan
5|" Fruit Smoothie Bowl - 300 calories per portion | 1 portion | None | Origin"|"6. Fruit Smoothie Bowl - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
6|" Vegan French Toast - 200 calories per portion | 2 portions | Contains gluten | Origin"|"7. Vegan French Toast - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan
7|" Vegan Breakfast Burrito - 400 calories per portion | 1 portion | None | Origin"|"8. Vegan Breakfast Burrito - 400 calories per portion | 1 portion | None | Origin: Mexico
"|breakfast|vegan
8|" Vegan Granola - 300 calories per portion | 1 portion | Contains nuts | Origin"|"9. Vegan Granola - 300 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan
9|" Veggie Sausage and Hash Browns - 400 calories per portion | 1 portion | Contains soy | Origin"|"10. Veggie Sausage and Hash Browns - 400 calories per portion | 1 portion | Contains soy | Origin: United States

"|breakfast|vegan
10|" Vegan Egg Muffins - 150 calories per portion | 2 portions | None | Origin"|"11. Vegan Egg Muffins - 150 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan
11|" Quinoa Porridge - 350 calories per portion | 1 portion | Contains nuts | Origin"|"12. Quinoa Porridge - 350 calories per portion | 1 portion | Contains nuts | Origin: Latin America
"|breakfast|vegan
12|" Vegan Bagel with Tofu Cream Cheese - 350 calories per portion | 1 portion | Contains gluten | Origin"|"13. Vegan Bagel with Tofu Cream Cheese - 350 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
13|" Vegan Breakfast Tacos - 300 calories per portion | 2 portions | None | Origin"|"14. Vegan Breakfast Tacos - 300 calories per portion | 2 portions | None | Origin: Mexico
"|breakfast|vegan
14|" Vegan Breakfast Casserole - 400 calories per portion | 1 portion | None | Origin"|"15. Vegan Breakfast Casserole - 400 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
15|" Vegan Banana Bread - 250 calories per portion | 2 portions | Contains gluten | Origin"|"16. Vegan Banana Bread - 250 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan
16|" Vegan Biscuits and Gravy - 450 calories per portion | 1 portion | Contains gluten | Origin"|"17. Vegan Biscuits and Gravy - 450 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
17|" Berry Quinoa Breakfast Bowl - 300 calories per portion | 1 portion | Contains nuts | Origin"|"18. Berry Quinoa Breakfast Bowl - 300 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan
18|" Vegan Breakfast Sandwich - 350 calories per portion | 1 portion | Contains gluten | Origin"|"19. Vegan Breakfast Sandwich - 350 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
19|" Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin"|"20. Vegan Scones - 200 calories per portion | 2 portions | Contains gluten | Origin: United Kingdom

"|breakfast|vegan
20|" Vegan Breakfast Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin"|"21. Vegan Breakfast Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan
21|" Sweet Potato Toast - 250 calories per portion | 1 portion | None | Origin"|"22. Sweet Potato Toast - 250 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
22|" Vegan Coconut Yogurt with Fruit - 250 calories per portion | 1 portion | None | Origin"|"23. Vegan Coconut Yogurt with Fruit - 250 calories per portion | 1 portion | None | Origin: Various
"|breakfast|vegan
23|" Vegan Tofu Benedict - 400 calories per portion | 1 portion | Contains soy | Origin"|"24. Vegan Tofu Benedict - 400 calories per portion | 1 portion | Contains soy | Origin: United States
"|breakfast|vegan
24|" Vegan Energy Balls - 150 calories per portion | 2 portions | Contains nuts | Origin"|"25. Vegan Energy Balls - 150 calories per portion | 2 portions | Contains nuts | Origin: Various
"|breakfast|vegan
25|" Vegan Blueberry Muffins - 300 calories per portion | 1 portion | Contains gluten | Origin"|"26. Vegan Blueberry Muffins - 300 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
26|" Vegan Green Smoothie - 200 calories per portion | 2 portions | None | Origin"|"27. Vegan Green Smoothie - 200 calories per portion | 2 portions | None | Origin: Various
"|breakfast|vegan
27|" Vegan Oatmeal Raisin Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin"|"28. Vegan Oatmeal Raisin Cookies - 200 calories per portion | 2 portions | Contains gluten | Origin: United States
"|breakfast|vegan
28|" Vegan Breakfast Quiche - 400 calories per portion | 1 portion | Contains gluten | Origin"|"29. Vegan Breakfast Quiche - 400 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
29|" Vegan Breakfast Pizza - 350 calories per portion | 1 portion | Contains gluten | Origin"|"30. Vegan Breakfast Pizza - 350 calories per portion | 1 portion | Contains gluten | Origin: Italy

"|breakfast|vegan
30|" Vegan Overnight Chia Pudding - 250 calories per portion | 2 portions | None | Origin"|"31. Vegan Overnight Chia Pudding - 250 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan
31|" Vegan Cinnamon Rolls - 300 calories per portion | 1 portion | Contains gluten | Origin"|"32. Vegan Cinnamon Rolls - 300 calories per portion | 1 portion | Contains gluten | Origin: Sweden
"|breakfast|vegan
32|" Vegan Protein Pancakes - 350 calories per portion | 1 portion | Contains gluten | Origin"|"33. Vegan Protein Pancakes - 350 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
33|" Vegan Breakfast Burrito Bowl - 400 calories per portion | 1 portion | None | Origin"|"34. Vegan Breakfast Burrito Bowl - 400 calories per portion | 1 portion | None | Origin: Mexico
"|breakfast|vegan
34|" Veggie Tofu Scramble Wrap - 300 calories per portion | 1 portion | None | Origin"|"35. Veggie Tofu Scramble Wrap - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
35|" Vegan Berry Parfait - 250 calories per portion | 2 portions | Contains nuts | Origin"|"36. Vegan Berry Parfait - 250 calories per portion | 2 portions | Contains nuts | Origin: United States
"|breakfast|vegan
36|" Vegan Vegetable Frittata - 350 calories per portion | 1 portion | None | Origin"|"37. Vegan Vegetable Frittata - 350 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
37|" Vegan Chocolate Chia Pudding - 200 calories per portion | 2 portions | None | Origin"|"38. Vegan Chocolate Chia Pudding - 200 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan
38|" Vegan Breakfast Potato Hash - 300 calories per portion | 1 portion | None | Origin"|"39. Vegan Breakfast Potato Hash - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
39|" Vegan Spinach and Mushroom Quiche - 350 calories per portion | 1 portion | Contains gluten | Origin"|"40. Vegan Spinach and Mushroom Quiche - 350 calories per portion | 1 portion | Contains gluten | Origin: France

"|breakfast|vegan
40|" Vegan Peanut Butter Banana Wrap - 400 calories per portion | 1 portion | Contains nuts | Origin"|"41. Vegan Peanut Butter Banana Wrap - 400 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan
41|" Vegan Maple Pecan Overnight Oats - 250 calories per portion | 2 portions | Contains nuts | Origin"|"42. Vegan Maple Pecan Overnight Oats - 250 calories per portion | 2 portions | Contains nuts | Origin: United States
"|breakfast|vegan
42|" Vegan Tofu Scramble Breakfast Sandwich - 350 calories per portion | 1 portion | Contains soy | Origin"|"43. Vegan Tofu Scramble Breakfast Sandwich - 350 calories per portion | 1 portion | Contains soy | Origin: United States
"|breakfast|vegan
43|" Vegan Breakfast Bars - 300 calories per portion | 1 portion | Contains nuts | Origin"|"44. Vegan Breakfast Bars - 300 calories per portion | 1 portion | Contains nuts | Origin: United States
"|breakfast|vegan
44|" Vegan Blueberry Acai Smoothie Bowl - 350 calories per portion | 1 portion | None | Origin"|"45. Vegan Blueberry Acai Smoothie Bowl - 350 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
45|" Vegan Cinnamon Apple Oatmeal - 250 calories per portion | 2 portions | None | Origin"|"46. Vegan Cinnamon Apple Oatmeal - 250 calories per portion | 2 portions | None | Origin: United States
"|breakfast|vegan
46|" Vegan Breakfast Quesadilla - 400 calories per portion | 1 portion | Contains gluten | Origin"|"47. Vegan Breakfast Quesadilla - 400 calories per portion | 1 portion | Contains gluten | Origin: Mexico
"|breakfast|vegan
47|" Vegan Chocolate Protein Shake - 300 calories per portion | 1 portion | None | Origin"|"48. Vegan Chocolate Protein Shake - 300 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
48|" Vegan Breakfast Baked Potato - 350 calories per portion | 1 portion | None | Origin"|"49. Vegan Breakfast Baked Potato - 350 calories per portion | 1 portion | None | Origin: United States
"|breakfast|vegan
49|" Vegan Raspberry Almond Scones - 250 calories per portion | 2 portions | Contains gluten and nuts | Origin"|"50. Vegan Raspberry Almond Scones - 250 calories per portion | 2 portions | Contains gluten and nuts | Origin: United States

"|breakfast|vegan
50|" Vegan Sweet Potato Pancakes - 300 calories per portion | 1 portion | Contains gluten | Origin"|"51. Vegan Sweet Potato Pancakes - 300 calories per portion | 1 portion | Contains gluten | Origin: United States
"|breakfast|vegan
51|" Vegan Matcha Chia Pudding - 200 calories per portion | 1 portion | None | Origin"|"52. Vegan Matcha Chia Pudding - 200 calories per portion | 1 portion | None | Origin: Japan
"|breakfast|vegan
