title|raw_text|meal_type|cultural_restriction|calories|allergies|recipeId|ingredients|preparation|Carbohydrates|Protein|Fat|Fiber
"7. enchiladas guatemaltecas (guatemala)
   * suitable for lunch or dinner

"|"7. Enchiladas Guatemaltecas (Guatemala)
   * Suitable for lunch or dinner

Ingredients:
- 8 small corn tortillas
- 1 cup ground beef
- 1 onion, finely diced
- 1 garlic clove, minced
- ½ cup tomato sauce
- 1 hard-boiled egg, sliced
- ½ cup crumbled queso fresco
- ¼ head of lettuce, shredded
- 1 tomato, sliced
- Vegetable oil for frying
- Salt and pepper to taste

Preparation:
1. In a skillet, brown the ground beef with the onion and garlic, then add the tomato sauce, and simmer for 10 minutes.
2. Fry tortillas in hot oil until they are crisp and golden.
3. Drain the tortillas on paper towels and then top with the beef mixture, lettuce, tomato slices, egg slices, and crumbled cheese.
4. Serve immediately.

Nutritional information per 100g (approximate):
- Carbohydrates: 20.3g
- Protein: 9.5g
- Fat: 7.9g
- Fiber: 2.1g
- Calories: 187 kcal"|lunch|None|2.1|||"ingredients:
- 8 small corn tortillas
- 1 cup ground beef
- 1 onion, finely diced
- 1 garlic clove, minced
- ½ cup tomato sauce
- 1 hard-boiled egg, sliced
- ½ cup crumbled queso fresco
- ¼ head of lettuce, shredded
- 1 tomato, sliced
- vegetable oil for frying
- salt and pepper to taste

"||100|20.3|9.5|7.9
"8. sopa de caracol (honduras)
   * suitable for lunch or dinner

"|"8. Sopa de Caracol (Honduras)
   * Suitable for lunch or dinner

Ingredients:
- 2 cups conch meat, cut into pieces
- 4 cups vegetable broth
- 1 green plantain, peeled and sliced
- 1 yuca (cassava), peeled and cut into pieces
- 1 small onion, chopped
- 2 cloves garlic, minced
- 1 bell pepper, chopped
- 1 cup coconut milk
- ¼ cup fresh coriander, chopped
- Salt and pepper to taste

Preparation:
1. In a large pot, sauté onion, garlic, and bell pepper until soft.
2. Add vegetable broth, plantain, and yuca. Bring to a boil and then reduce to a simmer.
3. Cook until the vegetables are tender, then add the conch meat and cook for an additional 10 minutes.
4. Stir in coconut milk and let it simmer for a few more minutes.
5. Season with salt and pepper and garnish with fresh coriander before serving.

Nutritional information per 100g (approximate):
- Carbohydrates: 7.2g
- Protein: 4.3g
- Fat: 4.6g
- Fiber: 0.8g
- Calories: 80 kcal"|lunch|None|0.8|||"ingredients:
- 2 cups conch meat, cut into pieces
- 4 cups vegetable broth
- 1 green plantain, peeled and sliced
- 1 yuca (cassava), peeled and cut into pieces
- 1 small onion, chopped
- 2 cloves garlic, minced
- 1 bell pepper, chopped
- 1 cup coconut milk
- ¼ cup fresh coriander, chopped
- salt and pepper to taste

"||100|7.2|4.3|4.6
"9. carne asada (nicaragua)
   * suitable for lunch or dinner

"|"9. Carne Asada (Nicaragua)
   * Suitable for lunch or dinner

Ingredients:
- 2 lbs flank steak 
- 1 small onion, thinly sliced
- 3 cloves garlic, minced
- 1 orange, juiced
- 2 limes, juiced
- 1 tablespoon white vinegar
- 1 teaspoon salt
- ½ teaspoon ground black pepper
- ¼ teaspoon ground cumin

Preparation:
1. In a bowl, combine orange juice, lime juice, vinegar, minced garlic, salt, pepper, and cumin.
2. Place the flank steak in a dish and cover with the marinade. Add the sliced onions on top and marinate for at least 2 hours.
3. Preheat a grill to medium-high heat and grill the steak for about 5-7 minutes per side or until it reaches the desired doneness. Let it rest before slicing.
4. Serve with traditional sides like gallo pinto, fried sweet plantains, or a simple salad.

Nutritional information per 100g (approximate):
- Carbohydrates: 0g
- Protein: 25.4g
- Fat: 8.6g
- Fiber: 0g
- Calories: 192 kcal"|lunch|None|0|||"ingredients:
- 2 lbs flank steak 
- 1 small onion, thinly sliced
- 3 cloves garlic, minced
- 1 orange, juiced
- 2 limes, juiced
- 1 tablespoon white vinegar
- 1 teaspoon salt
- ½ teaspoon ground black pepper
- ¼ teaspoon ground cumin

"||100|0|25.4|8.6
"10. plátanos en tentación (panama)
   * suitable for breakfast or as a dessert

"|"10. Plátanos en Tentación (Panama)
   * Suitable for breakfast or as a dessert

Ingredients:
- 4 ripe plantains, peeled and sliced
- 1 cup water
- ½ cup brown sugar
- 1 cinnamon stick
- 2 cloves
- 1 tablespoon butter

Preparation:
1. Melt the butter in a pan and add the sliced plantains.
2. Cook until they start to brown and then add water, brown sugar, cinnamon, and cloves.
3. Simmer until the sauce thickens and plantains are tender.
4. Serve warm as a side dish or a dessert.

Nutritional information per 100g (approximate):
- Carbohydrates: 36.2g
- Protein: 1.1g
- Fat: 2.4g
- Fiber: 2.1g
- Calories: 166 kcal"|breakfast|None|2.1|||"ingredients:
- 4 ripe plantains, peeled and sliced
- 1 cup water
- ½ cup brown sugar
- 1 cinnamon stick
- 2 cloves
- 1 tablespoon butter

"||100|36.2|1.1|2.4
"11. indio viejo (nicaragua)
    * suitable for lunch or dinner

"|"11. Indio Viejo (Nicaragua)
    * Suitable for lunch or dinner

Ingredients:
- 1 lb beef flank, cut into small pieces
- 4 cups water
- 2 tablespoons achiote (annatto) paste
- 2 onions, chopped
- 2 bell peppers, chopped
- 2 tomatoes, chopped
- 1 cup fresh orange juice
- 2 cups masa harina
- Salt and pepper to taste
- Fresh mint leaves for garnishing

Preparation:
1. Cook the beef in water until tender and then shred it.
2. In the beef broth, dissolve achiote paste.
3. Add onions, bell peppers, tomatoes, and orange juice to the pot and cook until the vegetables are soft.
4. Gradually mix in masa harina to thicken the stew and continue cooking for about 15 minutes, stirring constantly.
5. Add the shredded beef, season with salt and pepper, and simmer for another 15 minutes.
6. Garnish with fresh mint leaves before serving.

Nutritional information per 100g (approximate):
- Carbohydrates: 15.3g
- Protein: 8.7g
- Fat: 2.9g
- Fiber: 1.5g
- Calories: 128 kcal"|lunch|None|1.5|||"ingredients:
- 1 lb beef flank, cut into small pieces
- 4 cups water
- 2 tablespoons achiote (annatto) paste
- 2 onions, chopped
- 2 bell peppers, chopped
- 2 tomatoes, chopped
- 1 cup fresh orange juice
- 2 cups masa harina
- salt and pepper to taste
- fresh mint leaves for garnishing

"||100|15.3|8.7|2.9
"12. sopa de albóndigas (el salvador)
    * suitable for lunch or dinner

"|"12. Sopa de Albóndigas (El Salvador)
    * Suitable for lunch or dinner

Ingredients:
- 1 lb ground beef
- 1 egg, beaten
- ¼ cup rice, uncooked
- 6 cups beef broth
- 1 carrot, chopped
- 2 potatoes, chopped
- 1 zucchini, chopped
- 1 onion, chopped
- Salt and pepper to taste

Preparation:
1. Mix ground beef, egg, rice, salt, and pepper to form meatballs.
2. Bring beef broth to a boil and carefully drop in the meatballs.
3. Add the vegetables and simmer until the meatballs are cooked through and the rice is tender, about 30 minutes.
4. Season with salt and pepper before serving.

Nutritional information per 100g (approximate):
- Carbohydrates: 8.9g
- Protein: 8.4g
- Fat: 4.5g
- Fiber: 1.1g
- Calories: 106 kcal"|lunch|None|1.1|||"ingredients:
- 1 lb ground beef
- 1 egg, beaten
- ¼ cup rice, uncooked
- 6 cups beef broth
- 1 carrot, chopped
- 2 potatoes, chopped
- 1 zucchini, chopped
- 1 onion, chopped
- salt and pepper to taste

"||100|8.9|8.4|4.5
"13. tres leches cake (nicaragua)
    * suitable as a dessert for any meal

"|"13. Tres Leches Cake (Nicaragua)
    * Suitable as a dessert for any meal

Ingredients:
- 1 cup all-purpose flour
- 5 eggs, separated
- 1 cup sugar, divided
- 1 teaspoon vanilla extract
- 1 can evaporated milk
- 1 can sweetened condensed milk
- 1 cup heavy cream
- 1 cup whole milk
- 1 tablespoon rum (optional)
- Whipped cream and cinnamon for garnish

Preparation:
1. Preheat the oven to 350°F (175°C) and grease and flour a 9x13 inch baking pan.
2. Beat egg yolks with ¾ cup sugar until pale, then fold in vanilla and flour.
3. In a separate bowl, beat egg whites until soft peaks form. Gradually add the remaining ¼ cup sugar and beat until stiff peaks form.
4. Gently fold the egg whites into the yolk mixture.
5. Pour the batter into the prepared pan and bake for 20 to 25 minutes.
6. Allow the cake to cool, then pierce it with a fork all over.
7. Mix together the four milks and rum, pour over the cake, and refrigerate for at least 4 hours or overnight.
8. Before serving, top with whipped cream and a sprinkle of cinnamon.

Nutritional information per 100g (approximate):
- Carbohydrates: 25.4g
- Protein: 5.7g
- Fat: 11.0g
- Fiber: 0.2g
- Calories: 219 kcal"|breakfast;lunch;diner|None|0.2|||"ingredients:
- 1 cup all-purpose flour
- 5 eggs, separated
- 1 cup sugar, divided
- 1 teaspoon vanilla extract
- 1 can evaporated milk
- 1 can sweetened condensed milk
- 1 cup heavy cream
- 1 cup whole milk
- 1 tablespoon rum (optional)
- whipped cream and cinnamon for garnish

"||100|25.4|5.7|11.0
"14. arroz con pollo (panama)
    * suitable for lunch or dinner

"|"14. Arroz con Pollo (Panama)
    * Suitable for lunch or dinner

Ingredients:
- 2 cups rice
- 1 lb chicken pieces
- 1 onion, chopped
- 1 red bell pepper, chopped
- 1 green bell pepper, chopped
- 3 cloves garlic, minced
- 4 cups chicken broth
- ½ cup peas
- 1 carrot, diced
- 2 tablespoons tomato paste
- 1 teaspoon annatto powder or saffron

Preparation:
1. Brown chicken pieces in a pan with a little oil, then set aside.
2. In the same pan, fry onions, bell peppers, and garlic.
3. Add rice and cook until it's slightly toasted.
4. Stir in chicken broth, tomato paste, annatto powder, peas, and carrot.
5. Place the chicken back in the pan, cover, and cook on low heat until the rice is tender and the chicken is cooked through, about 25 minutes.
6. Serve hot.

Nutritional information per 100g (approximate):
- Carbohydrates: 28.3g
- Protein: 9.0g
- Fat: 3.5g
- Fiber: 1.7g
- Calories: 178 kcal"|lunch|None|1.7|||"ingredients:
- 2 cups rice
- 1 lb chicken pieces
- 1 onion, chopped
- 1 red bell pepper, chopped
- 1 green bell pepper, chopped
- 3 cloves garlic, minced
- 4 cups chicken broth
- ½ cup peas
- 1 carrot, diced
- 2 tablespoons tomato paste
- 1 teaspoon annatto powder or saffron

"||100|28.3|9.0|3.5
"15. pan de coco (honduras)
    * suitable for breakfast or as a snack

"|"15. Pan de Coco (Honduras)
    * Suitable for breakfast or as a snack

Ingredients:
- 3 cups all-purpose flour
- 1 cup coconut milk
- ¼ cup sugar
- 1 teaspoon salt
- ½ cup grated coconut (fresh or desiccated)
- 1 tablespoon yeast
- ¼ cup warm water

Preparation:
1. Dissolve yeast in warm water with a teaspoon of sugar and let it sit until foamy.
2. In a large bowl, mix flour, the rest of the sugar, and salt.
3. Add the coconut milk, grated coconut, and yeast mixture to form a dough.
4. Knead until smooth, place in an oiled bowl, cover, and let rise in a warm place until doubled in size, about 1 hour.
5. Punch down the dough, shape into rolls or a loaf, and let rise for another 30 minutes.
6. Bake in a preheated oven at 350°F (175°C) for 20-25 minutes or until golden brown.

Nutritional information per 100g (approximate):
- Carbohydrates: 49.3g
- Protein: 6.2g
- Fat: 2.9g
- Fiber: 1.4g
- Calories: 264 kcal

Please remember that the nutritional values provided here are rough estimates and can vary based on portion size and the specific ingredients used. These recipes are traditional and popular in Central America and provide a diverse selection that can be enjoyed at different meals throughout the day."|breakfast|None|264|||"ingredients:
- 3 cups all-purpose flour
- 1 cup coconut milk
- ¼ cup sugar
- 1 teaspoon salt
- ½ cup grated coconut (fresh or desiccated)
- 1 tablespoon yeast
- ¼ cup warm water

"||49.3|6.2|2.9|1.4
"1. gallo pinto (costa rica/nicaragua) - breakfast
"|"1. Gallo Pinto (Costa Rica/Nicaragua) - Breakfast
Ingredients: Rice, black beans, bell pepper, onion, garlic, Worcestershire sauce, cilantro.
Preparation Steps:
- Cook rice and set aside.
- Sauté diced onions, bell pepper, and minced garlic until soft.
- Add cooked beans and a little bean broth, Worcestershire sauce, and allow to simmer.
- Mix in the rice, adjust the seasoning, and garnish with chopped cilantro."|breakfast|None|0.0|||"ingredients: rice, black beans, bell pepper, onion, garlic, worcestershire sauce, cilantro.
"|['preparation steps:']|0.0|0.0|0.0|0.0
"2. pupusas (el salvador) - lunch/dinner
"|"2. Pupusas (El Salvador) - Lunch/Dinner
Ingredients: Masa harina, water, filling (cheese, beans, chicharrón).
Preparation Steps:
- Mix masa harina with water to form a dough.
- Make a ball from the dough, create a well, add the filling, and seal it.
- Flatten the ball into a disc and griddle on both sides until golden brown.
- Serve with curtido (a type of pickled cabbage slaw)."|lunch|None|0.0|||"ingredients: masa harina, water, filling (cheese, beans, chicharrón).
"|['preparation steps:']|0.0|0.0|0.0|0.0
"3. tamales (guatemala) - lunch/dinner
"|"3. Tamales (Guatemala) - Lunch/Dinner
Ingredients: Corn dough, banana leaves, various fillings (meat, vegetables, sauce).
Preparation Steps:
- Prepare the corn dough with masa harina and lard.
- Spread dough onto banana leaves, add fillings, and fold the leaves to enclose.
- Steam the tamales until cooked through."|lunch|None|0.0|||"ingredients: corn dough, banana leaves, various fillings (meat, vegetables, sauce).
"|['preparation steps:']|0.0|0.0|0.0|0.0
"4. sopa de caracol (honduras) - lunch/dinner
"|"4. Sopa de Caracol (Honduras) - Lunch/Dinner
Ingredients: Conch, green banana, yuca (cassava), bell pepper, onion, coconut milk, cilantro, spices.
Preparation Steps:
- Sautee onions and bell peppers.
- Add the coconut milk and broth, bringing it to a boil.
- Add diced green banana and yuca and cook until softened.
- Finally, add conch and cook. Serve garnished with cilantro."|lunch|None|0.0|||"ingredients: conch, green banana, yuca (cassava), bell pepper, onion, coconut milk, cilantro, spices.
"|['preparation steps:']|0.0|0.0|0.0|0.0
"5. enchiladas (honduras) - lunch/dinner
"|"5. Enchiladas (Honduras) - Lunch/Dinner
Ingredients: Corn tortillas, ground beef, potatoes, carrots, cabbage, tomato sauce, cheese.
Preparation Steps:
- Fry tortillas lightly and set aside.
- Cook the ground beef with diced potatoes and carrots.
- Assemble the enchiladas with a layer of meat on the tortilla, add cabbage salad and pour tomato sauce over it.
- Top with cheese and serve."|lunch|None|0.0|||"ingredients: corn tortillas, ground beef, potatoes, carrots, cabbage, tomato sauce, cheese.
"|['preparation steps:']|0.0|0.0|0.0|0.0
"6. rellenitos de plátano (guatemala) - snack/dessert
"|"6. Rellenitos de Plátano (Guatemala) - Snack/Dessert
Ingredients: Plantains, black beans, sugar, cinnamon, oil.
Preparation Steps:
- Cook and mash plantains. Form them into balls with a space for filling.
- Mix mashed black beans with sugar and cinnamon for filling.
- Fill plantains with bean mixture and shape into an oblong form.
- Fry until golden brown and enjoy as a sweet treat.

(For the next recipes, detailed steps will be shorter due to space constraints, but will outline the basic method.)"|breakfast;lunch;diner|None|0.0|||"ingredients: plantains, black beans, sugar, cinnamon, oil.
"|['preparation steps:']|0.0|0.0|0.0|0.0
"7. casado (costa rica) - lunch/dinner
"|"7. Casado (Costa Rica) - Lunch/Dinner
Ingredients: Rice, beans, plantains, salad, and a protein (chicken, fish, or beef).
Preparation Steps: Cook each component separately and serve as a combined plate."|lunch|None|0.0|||"ingredients: rice, beans, plantains, salad, and a protein (chicken, fish, or beef).
"|['preparation steps: cook each component separately and serve as a combined plate.']|0.0|0.0|0.0|0.0
"8. plátanos en tentación (panama) - side/dessert
"|"8. Plátanos en Tentación (Panama) - Side/Dessert
Ingredients: Ripe plantains, brown sugar, cinnamon, butter, orange juice.
Preparation steps: Caramelize plantains with sugar, cinnamon, and butter, adding orange juice to create a syrup."|breakfast;lunch;diner|None|0.0|||"ingredients: ripe plantains, brown sugar, cinnamon, butter, orange juice.
"|['preparation steps: caramelize plantains with sugar, cinnamon, and butter, adding orange juice to create a syrup.']|0.0|0.0|0.0|0.0
